date,sales,region,state,category,type,caffeination
6/1/2010,107,West,WA,Herbal Tea,Lemon,Decaf
6/1/2010,125,West,WA,Tea,Darjeeling,Regular
6/1/2010,99,West,WA,Tea,Earl Grey,Regular
6/1/2010,128,West,WA,Tea,Green Tea,Regular
6/1/2010,264,West,WA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,291,Central,CO,Herbal Tea,Chamomile,Decaf
7/1/2010,95,Central,CO,Herbal Tea,Lemon,Decaf
7/1/2010,110,Central,CO,Herbal Tea,Mint,Decaf
7/1/2010,115,Central,CO,Tea,Darjeeling,Regular
7/1/2010,109,Central,CO,Tea,Earl Grey,Regular
7/1/2010,94,Central,CO,Tea,Green Tea,Regular
7/1/2010,230,Central,CO,Espresso,Caffe Mocha,Regular
7/1/2010,131,Central,CO,Espresso,Decaf Espresso,Decaf
7/1/2010,312,Central,CO,Coffee,Decaf Irish Cream,Decaf
7/1/2010,256,Central,CO,Coffee,Amaretto,Regular
7/1/2010,199,Central,CO,Coffee,Columbian,Regular
7/1/2010,256,Central,IL,Herbal Tea,Chamomile,Decaf
7/1/2010,199,Central,IL,Herbal Tea,Lemon,Decaf
7/1/2010,312,Central,IL,Herbal Tea,Mint,Decaf
7/1/2010,230,Central,IL,Tea,Darjeeling,Regular
7/1/2010,131,Central,IL,Tea,Earl Grey,Regular
7/1/2010,678,Central,IL,Espresso,Caffe Mocha,Regular
7/1/2010,532,Central,IL,Espresso,Decaf Espresso,Decaf
7/1/2010,376,Central,IL,Coffee,Decaf Irish Cream,Decaf
7/1/2010,567,Central,IL,Coffee,Columbian,Regular
7/1/2010,678,Central,IA,Herbal Tea,Chamomile,Decaf
7/1/2010,376,Central,IA,Herbal Tea,Lemon,Decaf
7/1/2010,532,Central,IA,Tea,Darjeeling,Regular
7/1/2010,602,Central,IA,Tea,Earl Grey,Regular
7/1/2010,49,Central,IA,Espresso,Caffe Mocha,Regular
7/1/2010,43,Central,IA,Espresso,Decaf Espresso,Decaf
7/1/2010,54,Central,IA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,61,Central,IA,Coffee,Amaretto,Regular
7/1/2010,75,Central,IA,Coffee,Columbian,Regular
7/1/2010,141,Central,MO,Herbal Tea,Chamomile,Decaf
7/1/2010,169,Central,MO,Herbal Tea,Lemon,Decaf
7/1/2010,103,Central,MO,Tea,Darjeeling,Regular
7/1/2010,89,Central,MO,Tea,Earl Grey,Regular
7/1/2010,82,Central,MO,Tea,Green Tea,Regular
7/1/2010,87,Central,MO,Espresso,Caffe Mocha,Regular
7/1/2010,96,Central,MO,Espresso,Decaf Espresso,Decaf
7/1/2010,132,Central,MO,Coffee,Decaf Irish Cream,Decaf
7/1/2010,169,Central,MO,Coffee,Columbian,Regular
7/1/2010,44,Central,OH,Herbal Tea,Chamomile,Decaf
7/1/2010,57,Central,OH,Herbal Tea,Lemon,Decaf
7/1/2010,286,Central,OH,Tea,Darjeeling,Regular
7/1/2010,336,Central,OH,Tea,Earl Grey,Regular
7/1/2010,291,Central,OH,Espresso,Caffe Mocha,Regular
7/1/2010,115,Central,OH,Espresso,Decaf Espresso,Decaf
7/1/2010,110,Central,OH,Coffee,Amaretto,Regular
7/1/2010,85,Central,OH,Coffee,Columbian,Regular
7/1/2010,95,Central,OH,Coffee,Decaf Irish Cream,Decaf
7/1/2010,104,Central,WI,Herbal Tea,Chamomile,Decaf
7/1/2010,144,Central,WI,Herbal Tea,Lemon,Decaf
7/1/2010,90,Central,WI,Tea,Darjeeling,Regular
7/1/2010,113,Central,WI,Tea,Earl Grey,Regular
7/1/2010,189,Central,WI,Espresso,Caffe Mocha,Regular
7/1/2010,115,Central,WI,Espresso,Decaf Espresso,Decaf
7/1/2010,133,Central,WI,Coffee,Amaretto,Regular
7/1/2010,297,Central,WI,Coffee,Columbian,Regular
7/1/2010,227,Central,WI,Coffee,Decaf Irish Cream,Decaf
7/1/2010,87,East,CT,Tea,Darjeeling,Regular
7/1/2010,51,East,CT,Tea,Green Tea,Regular
7/1/2010,169,East,CT,Herbal Tea,Lemon,Decaf
7/1/2010,132,East,CT,Herbal Tea,Mint,Decaf
7/1/2010,113,East,CT,Espresso,Caffe Mocha,Regular
7/1/2010,100,East,CT,Espresso,Decaf Espresso,Decaf
7/1/2010,225,East,CT,Coffee,Columbian,Regular
7/1/2010,110,East,FL,Tea,Darjeeling,Regular
7/1/2010,144,East,FL,Tea,Green Tea,Regular
7/1/2010,115,East,FL,Herbal Tea,Chamomile,Decaf
7/1/2010,133,East,FL,Herbal Tea,Lemon,Decaf
7/1/2010,189,East,FL,Herbal Tea,Mint,Decaf
7/1/2010,297,East,FL,Espresso,Caffe Mocha,Regular
7/1/2010,227,East,FL,Espresso,Decaf Espresso,Decaf
7/1/2010,286,East,FL,Coffee,Columbian,Regular
7/1/2010,336,East,FL,Coffee,Decaf Irish Cream,Decaf
7/1/2010,57,East,MA,Tea,Darjeeling,Regular
7/1/2010,44,East,MA,Tea,Green Tea,Regular
7/1/2010,115,East,MA,Herbal Tea,Lemon,Decaf
7/1/2010,111,East,MA,Espresso,Caffe Mocha,Regular
7/1/2010,291,East,MA,Espresso,Regular Espresso,Regular
7/1/2010,665,East,MA,Coffee,Columbian,Regular
7/1/2010,61,East,NH,Tea,Darjeeling,Regular
7/1/2010,43,East,NH,Tea,Green Tea,Regular
7/1/2010,82,East,NH,Herbal Tea,Lemon,Decaf
7/1/2010,141,East,NH,Espresso,Caffe Mocha,Regular
7/1/2010,89,East,NH,Espresso,Regular Espresso,Regular
7/1/2010,151,East,NH,Coffee,Amaretto,Regular
7/1/2010,160,East,NH,Coffee,Columbian,Regular
7/1/2010,312,East,NY,Tea,Darjeeling,Regular
7/1/2010,256,East,NY,Tea,Earl Grey,Regular
7/1/2010,230,East,NY,Tea,Green Tea,Regular
7/1/2010,793,East,NY,Herbal Tea,Lemon,Decaf
7/1/2010,198,East,NY,Herbal Tea,Mint,Decaf
7/1/2010,546,East,NY,Espresso,Regular Espresso,Regular
7/1/2010,77,East,NY,Espresso,Caffe Mocha,Regular
7/1/2010,912,East,NY,Coffee,Columbian,Regular
7/1/2010,144,South,LA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,99,South,LA,Coffee,Columbian,Regular
7/1/2010,106,South,LA,Herbal Tea,Chamomile,Decaf
7/1/2010,169,South,LA,Herbal Tea,Lemon,Decaf
7/1/2010,113,South,LA,Espresso,Caffe Latte,Regular
7/1/2010,104,South,LA,Espresso,Caffe Mocha,Regular
7/1/2010,90,South,LA,Espresso,Decaf Espresso,Decaf
7/1/2010,169,South,NM,Coffee,Decaf Irish Cream,Decaf
7/1/2010,160,South,NM,Coffee,Columbian,Regular
7/1/2010,61,South,NM,Herbal Tea,Chamomile,Decaf
7/1/2010,75,South,NM,Herbal Tea,Lemon,Decaf
7/1/2010,89,South,NM,Espresso,Caffe Latte,Regular
7/1/2010,141,South,NM,Espresso,Caffe Mocha,Regular
7/1/2010,103,South,NM,Espresso,Decaf Espresso,Decaf
7/1/2010,57,South,OK,Coffee,Decaf Irish Cream,Decaf
7/1/2010,94,South,OK,Coffee,Columbian,Regular
7/1/2010,297,South,OK,Herbal Tea,Lemon,Decaf
7/1/2010,133,South,OK,Herbal Tea,Chamomile,Decaf
7/1/2010,336,South,OK,Espresso,Caffe Latte,Regular
7/1/2010,44,South,OK,Espresso,Caffe Mocha,Regular
7/1/2010,286,South,OK,Espresso,Decaf Espresso,Decaf
7/1/2010,199,South,TX,Coffee,Decaf Irish Cream,Decaf
7/1/2010,567,South,TX,Coffee,Columbian,Regular
7/1/2010,85,South,TX,Herbal Tea,Lemon,Decaf
7/1/2010,110,South,TX,Herbal Tea,Chamomile,Decaf
7/1/2010,131,South,TX,Espresso,Caffe Latte,Regular
7/1/2010,256,South,TX,Espresso,Caffe Mocha,Regular
7/1/2010,230,South,TX,Espresso,Decaf Espresso,Decaf
7/1/2010,132,West,UT,Coffee,Amaretto,Regular
7/1/2010,100,West,UT,Coffee,Columbian,Regular
7/1/2010,151,West,UT,Herbal Tea,Chamomile,Decaf
7/1/2010,160,West,UT,Herbal Tea,Lemon,Decaf
7/1/2010,169,West,UT,Herbal Tea,Mint,Decaf
7/1/2010,141,West,UT,Tea,Darjeeling,Regular
7/1/2010,103,West,UT,Tea,Earl Grey,Regular
7/1/2010,89,West,UT,Tea,Green Tea,Regular
7/1/2010,169,West,UT,Coffee,Decaf Irish Cream,Decaf
7/1/2010,96,West,UT,Espresso,Caffe Latte,Regular
7/1/2010,106,West,UT,Espresso,Caffe Mocha,Regular
7/1/2010,87,West,UT,Espresso,Decaf Espresso,Decaf
7/1/2010,87,West,CA,Coffee,Amaretto,Regular
7/1/2010,912,West,CA,Coffee,Columbian,Regular
7/1/2010,312,West,CA,Herbal Tea,Chamomile,Decaf
7/1/2010,567,West,CA,Herbal Tea,Lemon,Decaf
7/1/2010,199,West,CA,Herbal Tea,Mint,Decaf
7/1/2010,256,West,CA,Tea,Darjeeling,Regular
7/1/2010,230,West,CA,Tea,Earl Grey,Regular
7/1/2010,131,West,CA,Tea,Green Tea,Regular
7/1/2010,202,West,CA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,532,West,CA,Espresso,Caffe Latte,Regular
7/1/2010,387,West,CA,Espresso,Caffe Mocha,Regular
7/1/2010,678,West,CA,Espresso,Decaf Espresso,Decaf
7/1/2010,82,West,NV,Coffee,Columbian,Regular
7/1/2010,387,West,NV,Herbal Tea,Chamomile,Decaf
7/1/2010,567,West,NV,Herbal Tea,Lemon,Decaf
7/1/2010,376,West,NV,Herbal Tea,Mint,Decaf
7/1/2010,678,West,NV,Tea,Darjeeling,Regular
7/1/2010,532,West,NV,Tea,Earl Grey,Regular
7/1/2010,27,West,NV,Tea,Green Tea,Regular
7/1/2010,75,West,NV,Coffee,Decaf Irish Cream,Decaf
7/1/2010,43,West,NV,Espresso,Caffe Latte,Regular
7/1/2010,61,West,NV,Espresso,Caffe Mocha,Regular
7/1/2010,49,West,NV,Espresso,Decaf Espresso,Decaf
7/1/2010,95,West,OR,Coffee,Amaretto,Regular
7/1/2010,94,West,OR,Coffee,Columbian,Regular
7/1/2010,74,West,OR,Herbal Tea,Chamomile,Decaf
7/1/2010,94,West,OR,Herbal Tea,Lemon,Decaf
7/1/2010,44,West,OR,Tea,Darjeeling,Regular
7/1/2010,286,West,OR,Tea,Earl Grey,Regular
7/1/2010,336,West,OR,Tea,Green Tea,Regular
7/1/2010,85,West,OR,Coffee,Decaf Irish Cream,Decaf
7/1/2010,115,West,OR,Espresso,Caffe Latte,Regular
7/1/2010,110,West,OR,Espresso,Caffe Mocha,Regular
7/1/2010,291,West,OR,Espresso,Decaf Espresso,Decaf
7/1/2010,225,West,WA,Herbal Tea,Chamomile,Decaf
7/1/2010,99,West,WA,Herbal Tea,Lemon,Decaf
7/1/2010,104,West,WA,Tea,Darjeeling,Regular
7/1/2010,90,West,WA,Tea,Earl Grey,Regular
7/1/2010,113,West,WA,Tea,Green Tea,Regular
7/1/2010,211,West,WA,Coffee,Columbian,Regular
7/1/2010,297,West,WA,Coffee,Decaf Irish Cream,Decaf
7/1/2010,115,West,WA,Espresso,Caffe Latte,Regular
7/1/2010,133,West,WA,Espresso,Caffe Mocha,Regular
7/1/2010,189,West,WA,Espresso,Decaf Espresso,Decaf
8/1/2010,291,Central,CO,Herbal Tea,Chamomile,Decaf
8/1/2010,89,Central,CO,Herbal Tea,Lemon,Decaf
8/1/2010,108,Central,CO,Herbal Tea,Mint,Decaf
8/1/2010,109,Central,CO,Tea,Darjeeling,Regular
8/1/2010,91,Central,CO,Tea,Earl Grey,Regular
8/1/2010,155,Central,CO,Tea,Green Tea,Regular
8/1/2010,245,Central,CO,Espresso,Caffe Mocha,Regular
8/1/2010,131,Central,CO,Espresso,Decaf Espresso,Decaf
8/1/2010,323,Central,CO,Coffee,Decaf Irish Cream,Decaf
8/1/2010,301,Central,CO,Coffee,Amaretto,Regular
8/1/2010,120,Central,CO,Coffee,Columbian,Regular
8/1/2010,301,Central,IL,Herbal Tea,Chamomile,Decaf
8/1/2010,120,Central,IL,Herbal Tea,Lemon,Decaf
8/1/2010,323,Central,IL,Herbal Tea,Mint,Decaf
8/1/2010,245,Central,IL,Tea,Darjeeling,Regular
8/1/2010,131,Central,IL,Tea,Earl Grey,Regular
8/1/2010,687,Central,IL,Espresso,Caffe Mocha,Regular
8/1/2010,532,Central,IL,Espresso,Decaf Espresso,Decaf
8/1/2010,376,Central,IL,Coffee,Decaf Irish Cream,Decaf
8/1/2010,467,Central,IL,Coffee,Columbian,Regular
8/1/2010,687,Central,IA,Herbal Tea,Chamomile,Decaf
8/1/2010,376,Central,IA,Herbal Tea,Lemon,Decaf
8/1/2010,532,Central,IA,Tea,Darjeeling,Regular
8/1/2010,632,Central,IA,Tea,Earl Grey,Regular
8/1/2010,58,Central,IA,Espresso,Caffe Mocha,Regular
8/1/2010,43,Central,IA,Espresso,Decaf Espresso,Decaf
8/1/2010,90,Central,IA,Coffee,Columbian,Regular
8/1/2010,32,Central,IA,Coffee,Decaf Irish Cream,Decaf
8/1/2010,63,Central,IA,Coffee,Amaretto,Regular
8/1/2010,151,Central,MO,Herbal Tea,Chamomile,Decaf
8/1/2010,139,Central,MO,Herbal Tea,Lemon,Decaf
8/1/2010,105,Central,MO,Tea,Darjeeling,Regular
8/1/2010,65,Central,MO,Tea,Earl Grey,Regular
8/1/2010,86,Central,MO,Tea,Green Tea,Regular
8/1/2010,83,Central,MO,Espresso,Caffe Mocha,Regular
8/1/2010,80,Central,MO,Espresso,Decaf Espresso,Decaf
8/1/2010,160,Central,MO,Coffee,Columbian,Regular
8/1/2010,110,Central,MO,Coffee,Decaf Irish Cream,Decaf
8/1/2010,41,Central,OH,Herbal Tea,Chamomile,Decaf
8/1/2010,55,Central,OH,Herbal Tea,Lemon,Decaf
8/1/2010,286,Central,OH,Tea,Darjeeling,Regular
8/1/2010,277,Central,OH,Tea,Earl Grey,Regular
8/1/2010,291,Central,OH,Espresso,Caffe Mocha,Regular
8/1/2010,109,Central,OH,Espresso,Decaf Espresso,Decaf
8/1/2010,108,Central,OH,Coffee,Amaretto,Regular
8/1/2010,85,Central,OH,Coffee,Columbian,Regular
8/1/2010,89,Central,OH,Coffee,Decaf Irish Cream,Decaf
8/1/2010,126,Central,WI,Herbal Tea,Chamomile,Decaf
8/1/2010,154,Central,WI,Herbal Tea,Lemon,Decaf
8/1/2010,90,Central,WI,Tea,Darjeeling,Regular
8/1/2010,105,Central,WI,Tea,Earl Grey,Regular
8/1/2010,226,Central,WI,Espresso,Caffe Mocha,Regular
8/1/2010,69,Central,WI,Espresso,Decaf Espresso,Decaf
8/1/2010,140,Central,WI,Coffee,Amaretto,Regular
8/1/2010,317,Central,WI,Coffee,Columbian,Regular
8/1/2010,231,Central,WI,Coffee,Decaf Irish Cream,Decaf
8/1/2010,83,East,CT,Tea,Darjeeling,Regular
8/1/2010,47,East,CT,Tea,Green Tea,Regular
8/1/2010,160,East,CT,Herbal Tea,Lemon,Decaf
8/1/2010,110,East,CT,Herbal Tea,Mint,Decaf
8/1/2010,105,East,CT,Espresso,Caffe Mocha,Regular
8/1/2010,98,East,CT,Espresso,Decaf Espresso,Decaf
8/1/2010,225,East,CT,Coffee,Columbian,Regular
8/1/2010,114,East,FL,Tea,Darjeeling,Regular
8/1/2010,154,East,FL,Tea,Green Tea,Regular
8/1/2010,69,East,FL,Herbal Tea,Chamomile,Decaf
8/1/2010,140,East,FL,Herbal Tea,Lemon,Decaf
8/1/2010,226,East,FL,Herbal Tea,Mint,Decaf
8/1/2010,317,East,FL,Espresso,Caffe Mocha,Regular
8/1/2010,231,East,FL,Espresso,Decaf Espresso,Decaf
8/1/2010,286,East,FL,Coffee,Columbian,Regular
8/1/2010,277,East,FL,Coffee,Decaf Irish Cream,Decaf
8/1/2010,55,East,MA,Tea,Darjeeling,Regular
8/1/2010,41,East,MA,Tea,Green Tea,Regular
8/1/2010,109,East,MA,Herbal Tea,Lemon,Decaf
8/1/2010,105,East,MA,Espresso,Caffe Mocha,Regular
8/1/2010,291,East,MA,Espresso,Regular Espresso,Regular
8/1/2010,664,East,MA,Coffee,Columbian,Regular
8/1/2010,63,East,NH,Tea,Darjeeling,Regular
8/1/2010,43,East,NH,Tea,Green Tea,Regular
8/1/2010,86,East,NH,Herbal Tea,Lemon,Decaf
8/1/2010,151,East,NH,Espresso,Caffe Mocha,Regular
8/1/2010,65,East,NH,Espresso,Regular Espresso,Regular
8/1/2010,151,East,NH,Coffee,Amaretto,Regular
8/1/2010,160,East,NH,Coffee,Columbian,Regular
8/1/2010,323,East,NY,Tea,Darjeeling,Regular
8/1/2010,301,East,NY,Tea,Earl Grey,Regular
8/1/2010,245,East,NY,Tea,Green Tea,Regular
8/1/2010,653,East,NY,Herbal Tea,Lemon,Decaf
8/1/2010,124,East,NY,Herbal Tea,Mint,Decaf
8/1/2010,543,East,NY,Espresso,Regular Espresso,Regular
8/1/2010,78,East,NY,Espresso,Caffe Mocha,Regular
8/1/2010,910,East,NY,Coffee,Columbian,Regular
8/1/2010,154,South,LA,Coffee,Decaf Irish Cream,Decaf
8/1/2010,118,South,LA,Coffee,Columbian,Regular
8/1/2010,176,South,LA,Herbal Tea,Chamomile,Decaf
8/1/2010,160,South,LA,Herbal Tea,Lemon,Decaf
8/1/2010,105,South,LA,Espresso,Caffe Latte,Regular
8/1/2010,126,South,LA,Espresso,Caffe Mocha,Regular
8/1/2010,90,South,LA,Espresso,Decaf Espresso,Decaf
8/1/2010,139,South,NM,Coffee,Decaf Irish Cream,Decaf
8/1/2010,160,South,NM,Coffee,Columbian,Regular
8/1/2010,63,South,NM,Herbal Tea,Chamomile,Decaf
8/1/2010,90,South,NM,Herbal Tea,Lemon,Decaf
8/1/2010,65,South,NM,Espresso,Caffe Latte,Regular
8/1/2010,151,South,NM,Espresso,Caffe Mocha,Regular
8/1/2010,105,South,NM,Espresso,Decaf Espresso,Decaf
8/1/2010,55,South,OK,Coffee,Decaf Irish Cream,Decaf
8/1/2010,155,South,OK,Coffee,Columbian,Regular
8/1/2010,317,South,OK,Herbal Tea,Lemon,Decaf
8/1/2010,140,South,OK,Herbal Tea,Chamomile,Decaf
8/1/2010,277,South,OK,Espresso,Caffe Latte,Regular
8/1/2010,41,South,OK,Espresso,Caffe Mocha,Regular
8/1/2010,286,South,OK,Espresso,Decaf Espresso,Decaf
8/1/2010,120,South,TX,Coffee,Decaf Irish Cream,Decaf
8/1/2010,678,South,TX,Coffee,Columbian,Regular
8/1/2010,85,South,TX,Herbal Tea,Lemon,Decaf
8/1/2010,108,South,TX,Herbal Tea,Chamomile,Decaf
8/1/2010,131,South,TX,Espresso,Caffe Latte,Regular
8/1/2010,301,South,TX,Espresso,Caffe Mocha,Regular
8/1/2010,245,South,TX,Espresso,Decaf Espresso,Decaf
8/1/2010,110,West,UT,Coffee,Amaretto,Regular
8/1/2010,98,West,UT,Coffee,Columbian,Regular
8/1/2010,151,West,UT,Herbal Tea,Chamomile,Decaf
8/1/2010,160,West,UT,Herbal Tea,Lemon,Decaf
8/1/2010,139,West,UT,Herbal Tea,Mint,Decaf
8/1/2010,151,West,UT,Tea,Darjeeling,Regular
8/1/2010,105,West,UT,Tea,Earl Grey,Regular
8/1/2010,65,West,UT,Tea,Green Tea,Regular
8/1/2010,160,West,UT,Coffee,Decaf Irish Cream,Decaf
8/1/2010,80,West,UT,Espresso,Caffe Latte,Regular
8/1/2010,176,West,UT,Espresso,Caffe Mocha,Regular
8/1/2010,83,West,UT,Espresso,Decaf Espresso,Decaf
8/1/2010,87,West,CA,Coffee,Amaretto,Regular
8/1/2010,910,West,CA,Coffee,Columbian,Regular
8/1/2010,323,West,CA,Herbal Tea,Chamomile,Decaf
8/1/2010,678,West,CA,Herbal Tea,Lemon,Decaf
8/1/2010,120,West,CA,Herbal Tea,Mint,Decaf
8/1/2010,301,West,CA,Tea,Darjeeling,Regular
8/1/2010,245,West,CA,Tea,Earl Grey,Regular
8/1/2010,131,West,CA,Tea,Green Tea,Regular
8/1/2010,166,West,CA,Coffee,Decaf Irish Cream,Decaf
8/1/2010,532,West,CA,Espresso,Caffe Latte,Regular
8/1/2010,412,West,CA,Espresso,Caffe Mocha,Regular
8/1/2010,687,West,CA,Espresso,Decaf Espresso,Decaf
8/1/2010,86,West,NV,Coffee,Columbian,Regular
8/1/2010,412,West,NV,Herbal Tea,Chamomile,Decaf
8/1/2010,467,West,NV,Herbal Tea,Lemon,Decaf
8/1/2010,376,West,NV,Herbal Tea,Mint,Decaf
8/1/2010,687,West,NV,Tea,Darjeeling,Regular
8/1/2010,532,West,NV,Tea,Earl Grey,Regular
8/1/2010,21,West,NV,Tea,Green Tea,Regular
8/1/2010,90,West,NV,Coffee,Decaf Irish Cream,Decaf
8/1/2010,43,West,NV,Espresso,Caffe Latte,Regular
8/1/2010,63,West,NV,Espresso,Caffe Mocha,Regular
8/1/2010,58,West,NV,Espresso,Decaf Espresso,Decaf
8/1/2010,89,West,OR,Coffee,Amaretto,Regular
8/1/2010,114,West,OR,Coffee,Columbian,Regular
8/1/2010,62,West,OR,Herbal Tea,Chamomile,Decaf
8/1/2010,155,West,OR,Herbal Tea,Lemon,Decaf
8/1/2010,41,West,OR,Tea,Darjeeling,Regular
8/1/2010,286,West,OR,Tea,Earl Grey,Regular
8/1/2010,277,West,OR,Tea,Green Tea,Regular
8/1/2010,85,West,OR,Coffee,Decaf Irish Cream,Decaf
8/1/2010,109,West,OR,Espresso,Caffe Latte,Regular
8/1/2010,108,West,OR,Espresso,Caffe Mocha,Regular
8/1/2010,291,West,OR,Espresso,Decaf Espresso,Decaf
8/1/2010,225,West,WA,Herbal Tea,Chamomile,Decaf
8/1/2010,118,West,WA,Herbal Tea,Lemon,Decaf
8/1/2010,126,West,WA,Tea,Darjeeling,Regular
8/1/2010,90,West,WA,Tea,Earl Grey,Regular
8/1/2010,105,West,WA,Tea,Green Tea,Regular
8/1/2010,211,West,WA,Coffee,Columbian,Regular
8/1/2010,317,West,WA,Coffee,Decaf Irish Cream,Decaf
8/1/2010,69,West,WA,Espresso,Caffe Latte,Regular
8/1/2010,140,West,WA,Espresso,Caffe Mocha,Regular
8/1/2010,226,West,WA,Espresso,Decaf Espresso,Decaf
9/1/2010,310,Central,CO,Herbal Tea,Chamomile,Decaf
9/1/2010,126,Central,CO,Herbal Tea,Lemon,Decaf
9/1/2010,125,Central,CO,Herbal Tea,Mint,Decaf
9/1/2010,102,Central,CO,Tea,Darjeeling,Regular
9/1/2010,113,Central,CO,Tea,Earl Grey,Regular
9/1/2010,140,Central,CO,Tea,Green Tea,Regular
9/1/2010,199,Central,CO,Espresso,Caffe Mocha,Regular
9/1/2010,150,Central,CO,Espresso,Decaf Espresso,Decaf
9/1/2010,302,Central,CO,Coffee,Amaretto,Regular
9/1/2010,132,Central,CO,Coffee,Columbian,Regular
9/1/2010,245,Central,CO,Coffee,Decaf Irish Cream,Decaf
9/1/2010,302,Central,IL,Herbal Tea,Chamomile,Decaf
9/1/2010,132,Central,IL,Herbal Tea,Lemon,Decaf
9/1/2010,245,Central,IL,Herbal Tea,Mint,Decaf
9/1/2010,199,Central,IL,Tea,Darjeeling,Regular
9/1/2010,150,Central,IL,Tea,Earl Grey,Regular
9/1/2010,589,Central,IL,Espresso,Caffe Mocha,Regular
9/1/2010,498,Central,IL,Espresso,Decaf Espresso,Decaf
9/1/2010,387,Central,IL,Coffee,Columbian,Regular
9/1/2010,298,Central,IL,Coffee,Decaf Irish Cream,Decaf
9/1/2010,589,Central,IA,Herbal Tea,Chamomile,Decaf
9/1/2010,298,Central,IA,Herbal Tea,Lemon,Decaf
9/1/2010,498,Central,IA,Tea,Darjeeling,Regular
9/1/2010,672,Central,IA,Tea,Earl Grey,Regular
9/1/2010,58,Central,IA,Espresso,Caffe Mocha,Regular
9/1/2010,43,Central,IA,Espresso,Decaf Espresso,Decaf
9/1/2010,48,Central,IA,Coffee,Amaretto,Regular
9/1/2010,72,Central,IA,Coffee,Columbian,Regular
9/1/2010,35,Central,IA,Coffee,Decaf Irish Cream,Decaf
9/1/2010,106,Central,MO,Herbal Tea,Chamomile,Decaf
9/1/2010,115,Central,MO,Herbal Tea,Lemon,Decaf
9/1/2010,91,Central,MO,Tea,Darjeeling,Regular
9/1/2010,54,Central,MO,Tea,Earl Grey,Regular
9/1/2010,91,Central,MO,Tea,Green Tea,Regular
9/1/2010,108,Central,MO,Espresso,Caffe Mocha,Regular
9/1/2010,79,Central,MO,Espresso,Decaf Espresso,Decaf
9/1/2010,150,Central,MO,Coffee,Columbian,Regular
9/1/2010,136,Central,MO,Coffee,Decaf Irish Cream,Decaf
9/1/2010,50,Central,OH,Herbal Tea,Chamomile,Decaf
9/1/2010,72,Central,OH,Herbal Tea,Lemon,Decaf
9/1/2010,249,Central,OH,Tea,Darjeeling,Regular
9/1/2010,230,Central,OH,Tea,Earl Grey,Regular
9/1/2010,310,Central,OH,Espresso,Caffe Mocha,Regular
9/1/2010,102,Central,OH,Espresso,Decaf Espresso,Decaf
9/1/2010,125,Central,OH,Coffee,Amaretto,Regular
9/1/2010,107,Central,OH,Coffee,Columbian,Regular
9/1/2010,126,Central,OH,Coffee,Decaf Irish Cream,Decaf
9/1/2010,151,Central,WI,Herbal Tea,Chamomile,Decaf
9/1/2010,126,Central,WI,Herbal Tea,Lemon,Decaf
9/1/2010,113,Central,WI,Tea,Darjeeling,Regular
9/1/2010,149,Central,WI,Tea,Earl Grey,Regular
9/1/2010,182,Central,WI,Espresso,Caffe Mocha,Regular
9/1/2010,76,Central,WI,Espresso,Decaf Espresso,Decaf
9/1/2010,149,Central,WI,Coffee,Amaretto,Regular
9/1/2010,223,Central,WI,Coffee,Columbian,Regular
9/1/2010,199,Central,WI,Coffee,Decaf Irish Cream,Decaf
9/1/2010,108,East,CT,Tea,Darjeeling,Regular
9/1/2010,57,East,CT,Tea,Green Tea,Regular
9/1/2010,150,East,CT,Herbal Tea,Lemon,Decaf
9/1/2010,136,East,CT,Herbal Tea,Mint,Decaf
9/1/2010,149,East,CT,Espresso,Caffe Mocha,Regular
9/1/2010,113,East,CT,Espresso,Decaf Espresso,Decaf
9/1/2010,258,East,CT,Coffee,Columbian,Regular
9/1/2010,87,East,FL,Tea,Darjeeling,Regular
9/1/2010,126,East,FL,Tea,Green Tea,Regular
9/1/2010,76,East,FL,Herbal Tea,Chamomile,Decaf
9/1/2010,149,East,FL,Herbal Tea,Lemon,Decaf
9/1/2010,182,East,FL,Herbal Tea,Mint,Decaf
9/1/2010,199,East,FL,Espresso,Decaf Espresso,Decaf
9/1/2010,223,East,FL,Espresso,Caffe Mocha,Regular
9/1/2010,249,East,FL,Coffee,Columbian,Regular
9/1/2010,230,East,FL,Coffee,Decaf Irish Cream,Decaf
9/1/2010,72,East,MA,Tea,Darjeeling,Regular
9/1/2010,50,East,MA,Tea,Green Tea,Regular
9/1/2010,102,East,MA,Herbal Tea,Lemon,Decaf
9/1/2010,310,East,MA,Espresso,Regular Espresso,Regular
9/1/2010,98,East,MA,Espresso,Caffe Mocha,Regular
9/1/2010,576,East,MA,Coffee,Columbian,Regular
9/1/2010,48,East,NH,Tea,Darjeeling,Regular
9/1/2010,43,East,NH,Tea,Green Tea,Regular
9/1/2010,91,East,NH,Herbal Tea,Lemon,Decaf
9/1/2010,54,East,NH,Espresso,Regular Espresso,Regular
9/1/2010,106,East,NH,Espresso,Caffe Mocha,Regular
9/1/2010,120,East,NH,Coffee,Amaretto,Regular
9/1/2010,139,East,NH,Coffee,Columbian,Regular
9/1/2010,245,East,NY,Tea,Darjeeling,Regular
9/1/2010,302,East,NY,Tea,Earl Grey,Regular
